state,state_code,district,district_code,taluk,taluk_code,village,village_code,latitude,longitude,no_plots,no_khatiyans,no_tenants,ri_circle,revenue_inspector,tehsildar
Karnataka,29,Mysuru,018,Mysuru East,03,Madhavgarh,015,12.15764,76.68996,1595,1281,333,Mysuru RI Circle 5,RI-29018-05,Tehsildar Mysuru East
Karnataka,29,Mysuru,018,Mysuru East,03,Nandgaon,016,12.34225,76.62276,1352,1022,530,Mysuru RI Circle 6,RI-29018-06,Tehsildar Mysuru East
Karnataka,29,Mysuru,018,Mysuru East,03,Peddapalli,017,12.44119,76.62021,415,319,136,Mysuru RI Circle 6,RI-29018-06,Tehsildar Mysuru East
Karnataka,29,Mysuru,018,Mysuru East,03,Raghunathpur,018,12.35074,76.59815,1910,1615,268,Mysuru RI Circle 6,RI-29018-06,Tehsildar Mysuru East
Karnataka,29,Mysuru,018,Mysuru West,04,Shivnagar,019,12.40337,76.56847,1065,678,248,Mysuru RI Circle 7,RI-29018-07,Tehsildar Mysuru West
Karnataka,29,Mysuru,018,Mysuru West,04,Tarapur,020,12.18069,76.89392,2838,1837,384,Mysuru RI Circle 7,RI-29018-07,Tehsildar Mysuru West
Karnataka,29,Mysuru,018,Mysuru West,04,Uttanahalli,021,12.29831,76.52634,3055,1813,305,Mysuru RI Circle 7,RI-29018-07,Tehsildar Mysuru West
Karnataka,29,Mysuru,018,Mysuru West,04,Veerapuram,022,12.42312,76.72551,2204,1622,853,Mysuru RI Circle 8,RI-29018-08,Tehsildar Mysuru West
Karnataka,29,Mysuru,018,Mysuru West,04,Yellapur,023,12.36133,76.52828,1204,748,453,Mysuru RI Circle 8,RI-29018-08,Tehsildar Mysuru West
Karnataka,29,Mysuru,018,Mysuru West,04,Zamania,024,12.25358,76.6064,1874,1074,205,Mysuru RI Circle 8,RI-29018-08,Tehsildar Mysuru West
Karnataka,29,Tumakuru,009,Tumakuru North,01,Rampur,001,13.30001,77.19014,1014,743,259,Tumakuru RI Circle 1,RI-29009-01,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru North,01,Kothapalli,002,13.34002,77.02957,2777,2063,958,Tumakuru RI Circle 1,RI-29009-01,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru North,01,Ganeshpura,003,13.53808,77.27139,2826,2126,703,Tumakuru RI Circle 1,RI-29009-01,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru North,01,Bhimnagar,004,13.34104,77.14792,2041,1239,568,Tumakuru RI Circle 2,RI-29009-02,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru North,01,Sultanpur,005,13.25157,77.21722,1028,713,248,Tumakuru RI Circle 2,RI-29009-02,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru North,01,Devgaon,006,13.40293,77.09325,2161,1451,574,Tumakuru RI Circle 2,RI-29009-02,Tehsildar Tumakuru North
Karnataka,29,Tumakuru,009,Tumakuru South,02,Chandrapalli,007,13.49038,77.25374,1151,890,139,Tumakuru RI Circle 3,RI-29009-03,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru South,02,Narsapur,008,13.37841,77.01136,1255,977,379,Tumakuru RI Circle 3,RI-29009-03,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru South,02,Basavanahalli,009,13.21213,77.15164,2014,1466,232,Tumakuru RI Circle 3,RI-29009-03,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru South,02,Mallapuram,010,13.44235,77.13392,885,619,331,Tumakuru RI Circle 4,RI-29009-04,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru South,02,Amrapur,011,13.30567,77.05573,1269,1049,258,Tumakuru RI Circle 4,RI-29009-04,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru South,02,Jaitpur,012,13.22606,77.05551,554,398,194,Tumakuru RI Circle 4,RI-29009-04,Tehsildar Tumakuru South
Karnataka,29,Tumakuru,009,Tumakuru East,03,Kesarpur,013,13.38192,77.16339,2081,1640,382,Tumakuru RI Circle 5,RI-29009-05,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru East,03,Lakshmipura,014,13.23149,77.30343,2104,1236,672,Tumakuru RI Circle 5,RI-29009-05,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru East,03,Madhavgarh,015,13.31779,77.16506,2587,2119,805,Tumakuru RI Circle 5,RI-29009-05,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru East,03,Nandgaon,016,13.36806,77.04253,1541,1231,320,Tumakuru RI Circle 6,RI-29009-06,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru East,03,Peddapalli,017,13.23704,77.04782,2293,1917,655,Tumakuru RI Circle 6,RI-29009-06,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru East,03,Raghunathpur,018,13.2433,77.17555,654,466,144,Tumakuru RI Circle 6,RI-29009-06,Tehsildar Tumakuru East
Karnataka,29,Tumakuru,009,Tumakuru West,04,Shivnagar,019,13.24207,77.09602,2567,1484,989,Tumakuru RI Circle 7,RI-29009-07,Tehsildar Tumakuru West
Karnataka,29,Tumakuru,009,Tumakuru West,04,Tarapur,020,13.24533,77.1706,1001,638,263,Tumakuru RI Circle 7,RI-29009-07,Tehsildar Tumakuru West
Karnataka,29,Tumakuru,009,Tumakuru West,04,Uttanahalli,021,13.39986,77.19029,2382,1372,293,Tumakuru RI Circle 7,RI-29009-07,Tehsildar Tumakuru West
Karnataka,29,Tumakuru,009,Tumakuru West,04,Veerapuram,022,13.32034,77.09085,1102,807,364,Tumakuru RI Circle 8,RI-29009-08,Tehsildar Tumakuru West
Karnataka,29,Tumakuru,009,Tumakuru West,04,Yellapur,023,13.18387,77.13491,618,516,122,Tumakuru RI Circle 8,RI-29009-08,Tehsildar Tumakuru West
Karnataka,29,Tumakuru,009,Tumakuru West,04,Zamania,024,13.34181,76.95285,682,526,178,Tumakuru RI Circle 8,RI-29009-08,Tehsildar Tumakuru West
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Rampur,001,23.30957,77.43703,7327,4937,1096,Bhopal RI Circle 1,RI-23004-01,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Kothapalli,002,23.18949,77.32404,5248,4322,1537,Bhopal RI Circle 1,RI-23004-01,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Ganeshpura,003,23.42478,77.32123,6811,5236,1633,Bhopal RI Circle 1,RI-23004-01,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Bhimnagar,004,23.20914,77.48858,5034,3874,1399,Bhopal RI Circle 2,RI-23004-02,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Sultanpur,005,23.17904,77.44223,2342,1595,841,Bhopal RI Circle 2,RI-23004-02,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal North,01,Devgaon,006,23.22218,77.41454,2102,1558,360,Bhopal RI Circle 2,RI-23004-02,Tehsildar Bhopal North
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Chandrapalli,007,23.25726,77.51715,2438,1978,655,Bhopal RI Circle 3,RI-23004-03,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Narsapur,008,23.18594,77.32322,1977,1250,245,Bhopal RI Circle 3,RI-23004-03,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Basavanahalli,009,23.19802,77.4388,6342,4235,1236,Bhopal RI Circle 3,RI-23004-03,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Mallapuram,010,23.10058,77.34429,2138,1679,407,Bhopal RI Circle 4,RI-23004-04,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Amrapur,011,23.05645,77.37763,5627,3156,2166,Bhopal RI Circle 4,RI-23004-04,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal South,02,Jaitpur,012,23.2796,77.49947,8029,5339,2052,Bhopal RI Circle 4,RI-23004-04,Tehsildar Bhopal South
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Kesarpur,013,23.41507,77.40741,8748,5146,1503,Bhopal RI Circle 5,RI-23004-05,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Lakshmipura,014,23.4182,77.46937,1803,1200,299,Bhopal RI Circle 5,RI-23004-05,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Madhavgarh,015,23.1623,77.22101,8047,4470,3159,Bhopal RI Circle 5,RI-23004-05,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Nandgaon,016,23.10735,77.43309,4057,2814,1470,Bhopal RI Circle 6,RI-23004-06,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Peddapalli,017,23.31368,77.2938,8962,5175,3407,Bhopal RI Circle 6,RI-23004-06,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal East,03,Raghunathpur,018,23.1424,77.42714,5496,4540,998,Bhopal RI Circle 6,RI-23004-06,Tehsildar Bhopal East
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Shivnagar,019,23.30838,77.37265,4929,2713,705,Bhopal RI Circle 7,RI-23004-07,Tehsildar Bhopal West
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Tarapur,020,23.11777,77.45237,7209,4201,2308,Bhopal RI Circle 7,RI-23004-07,Tehsildar Bhopal West
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Uttanahalli,021,23.37394,77.58457,6622,4081,2171,Bhopal RI Circle 7,RI-23004-07,Tehsildar Bhopal West
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Veerapuram,022,23.22732,77.52182,4863,3771,864,Bhopal RI Circle 8,RI-23004-08,Tehsildar Bhopal West
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Yellapur,023,23.3724,77.20219,4397,3226,1176,Bhopal RI Circle 8,RI-23004-08,Tehsildar Bhopal West
Madhya Pradesh,23,Bhopal,004,Bhopal West,04,Zamania,024,23.32895,77.29885,5792,4535,1311,Bhopal RI Circle 8,RI-23004-08,Tehsildar Bhopal West
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Rampur,001,26.14359,78.21638,2802,2262,339,Gwalior RI Circle 1,RI-23033-01,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Kothapalli,002,26.2817,78.17466,2666,1606,634,Gwalior RI Circle 1,RI-23033-01,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Ganeshpura,003,26.27713,78.25568,806,605,139,Gwalior RI Circle 1,RI-23033-01,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Bhimnagar,004,26.23972,78.28352,2713,2159,1047,Gwalior RI Circle 2,RI-23033-02,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Sultanpur,005,26.27738,78.3071,1159,666,224,Gwalior RI Circle 2,RI-23033-02,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior North,01,Devgaon,006,26.4067,78.10336,2382,1600,286,Gwalior RI Circle 2,RI-23033-02,Tehsildar Gwalior North
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Chandrapalli,007,26.2704,78.17935,3015,2437,841,Gwalior RI Circle 3,RI-23033-03,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Narsapur,008,26.261,78.08003,1310,935,211,Gwalior RI Circle 3,RI-23033-03,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Basavanahalli,009,26.28046,78.19259,1227,768,141,Gwalior RI Circle 3,RI-23033-03,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Mallapuram,010,26.37222,78.09502,452,364,173,Gwalior RI Circle 4,RI-23033-04,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Amrapur,011,26.05272,78.20376,2021,1370,502,Gwalior RI Circle 4,RI-23033-04,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior South,02,Jaitpur,012,26.36018,78.02921,2426,1465,528,Gwalior RI Circle 4,RI-23033-04,Tehsildar Gwalior South
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Kesarpur,013,26.28102,78.28005,2886,2438,510,Gwalior RI Circle 5,RI-23033-05,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Lakshmipura,014,26.05468,78.23688,2918,1780,882,Gwalior RI Circle 5,RI-23033-05,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Madhavgarh,015,26.24514,78.11866,1829,1022,689,Gwalior RI Circle 5,RI-23033-05,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Nandgaon,016,26.17915,78.44728,1015,708,380,Gwalior RI Circle 6,RI-23033-06,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Peddapalli,017,26.1579,78.29337,1763,1303,350,Gwalior RI Circle 6,RI-23033-06,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior East,03,Raghunathpur,018,26.18471,78.0663,2859,2387,306,Gwalior RI Circle 6,RI-23033-06,Tehsildar Gwalior East
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Shivnagar,019,26.22185,78.22122,2321,1923,912,Gwalior RI Circle 7,RI-23033-07,Tehsildar Gwalior West
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Tarapur,020,26.11292,78.20252,2823,1790,970,Gwalior RI Circle 7,RI-23033-07,Tehsildar Gwalior West
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Uttanahalli,021,26.18499,78.19013,1608,1254,393,Gwalior RI Circle 7,RI-23033-07,Tehsildar Gwalior West
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Veerapuram,022,26.32674,78.31564,1174,930,135,Gwalior RI Circle 8,RI-23033-08,Tehsildar Gwalior West
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Yellapur,023,26.16082,78.18293,2658,2089,446,Gwalior RI Circle 8,RI-23033-08,Tehsildar Gwalior West
Madhya Pradesh,23,Gwalior,033,Gwalior West,04,Zamania,024,26.22358,78.24633,1799,1392,290,Gwalior RI Circle 8,RI-23033-08,Tehsildar Gwalior West
Madhya Pradesh,23,Indore,016,Indore North,01,Rampur,001,22.80958,75.96415,4260,2914,709,Indore RI Circle 1,RI-23016-01,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore North,01,Kothapalli,002,22.5718,75.99813,4102,2800,899,Indore RI Circle 1,RI-23016-01,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore North,01,Ganeshpura,003,22.62636,75.90675,2635,2118,489,Indore RI Circle 1,RI-23016-01,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore North,01,Bhimnagar,004,22.79011,75.8738,4411,3447,1583,Indore RI Circle 2,RI-23016-02,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore North,01,Sultanpur,005,22.63698,75.79817,6826,5259,2523,Indore RI Circle 2,RI-23016-02,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore North,01,Devgaon,006,22.80244,75.86608,6260,4813,963,Indore RI Circle 2,RI-23016-02,Tehsildar Indore North
Madhya Pradesh,23,Indore,016,Indore South,02,Chandrapalli,007,22.63718,75.85166,6677,5337,811,Indore RI Circle 3,RI-23016-03,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore South,02,Narsapur,008,22.72466,75.92322,5924,3633,1811,Indore RI Circle 3,RI-23016-03,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore South,02,Basavanahalli,009,22.79771,75.89458,4642,3596,1852,Indore RI Circle 3,RI-23016-03,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore South,02,Mallapuram,010,22.80614,75.8968,8140,5200,3043,Indore RI Circle 4,RI-23016-04,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore South,02,Amrapur,011,22.61257,75.95088,8119,6216,2027,Indore RI Circle 4,RI-23016-04,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore South,02,Jaitpur,012,22.6036,75.88818,2533,1985,996,Indore RI Circle 4,RI-23016-04,Tehsildar Indore South
Madhya Pradesh,23,Indore,016,Indore East,03,Kesarpur,013,22.73426,75.87089,8459,7037,2493,Indore RI Circle 5,RI-23016-05,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore East,03,Lakshmipura,014,22.68168,75.89356,8583,7235,2256,Indore RI Circle 5,RI-23016-05,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore East,03,Madhavgarh,015,22.78781,75.95476,6841,5291,2409,Indore RI Circle 5,RI-23016-05,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore East,03,Nandgaon,016,22.60997,76.00614,3363,2231,909,Indore RI Circle 6,RI-23016-06,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore East,03,Peddapalli,017,22.66854,75.93223,8632,5443,3123,Indore RI Circle 6,RI-23016-06,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore East,03,Raghunathpur,018,22.59253,75.83576,2829,2031,787,Indore RI Circle 6,RI-23016-06,Tehsildar Indore East
Madhya Pradesh,23,Indore,016,Indore West,04,Shivnagar,019,22.72548,75.88889,4496,2762,1050,Indore RI Circle 7,RI-23016-07,Tehsildar Indore West
Madhya Pradesh,23,Indore,016,Indore West,04,Tarapur,020,22.68079,75.83925,4930,3886,722,Indore RI Circle 7,RI-23016-07,Tehsildar Indore West
Madhya Pradesh,23,Indore,016,Indore West,04,Uttanahalli,021,22.61763,75.83221,3268,2350,412,Indore RI Circle 7,RI-23016-07,Tehsildar Indore West
Madhya Pradesh,23,Indore,016,Indore West,04,Veerapuram,022,22.62955,75.78302,6465,4970,2176,Indore RI Circle 8,RI-23016-08,Tehsildar Indore West
Madhya Pradesh,23,Indore,016,Indore West,04,Yellapur,023,22.81358,75.9503,6443,4058,2297,Indore RI Circle 8,RI-23016-08,Tehsildar Indore West
Madhya Pradesh,23,Indore,016,Indore West,04,Zamania,024,22.68952,75.8825,7139,4401,1315,Indore RI Circle 8,RI-23016-08,Tehsildar Indore West
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Rampur,001,23.20217,79.86325,2990,2232,609,Jabalpur RI Circle 1,RI-23028-01,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Kothapalli,002,23.21973,80.0711,735,435,201,Jabalpur RI Circle 1,RI-23028-01,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Ganeshpura,003,23.10471,80.08183,2085,1308,489,Jabalpur RI Circle 1,RI-23028-01,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Bhimnagar,004,23.35598,79.99055,2481,1714,627,Jabalpur RI Circle 2,RI-23028-02,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Sultanpur,005,23.05364,80.02018,3051,2500,698,Jabalpur RI Circle 2,RI-23028-02,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur North,01,Devgaon,006,23.10133,80.00512,2557,1801,462,Jabalpur RI Circle 2,RI-23028-02,Tehsildar Jabalpur North
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Chandrapalli,007,23.26754,79.90773,2903,2461,509,Jabalpur RI Circle 3,RI-23028-03,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Narsapur,008,23.24437,79.88569,1965,1336,740,Jabalpur RI Circle 3,RI-23028-03,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Basavanahalli,009,23.17459,79.92144,2936,2206,844,Jabalpur RI Circle 3,RI-23028-03,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Mallapuram,010,23.17804,80.00592,1290,1061,211,Jabalpur RI Circle 4,RI-23028-04,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Amrapur,011,23.27364,79.88757,846,546,97,Jabalpur RI Circle 4,RI-23028-04,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur South,02,Jaitpur,012,23.2972,79.91428,3032,1702,334,Jabalpur RI Circle 4,RI-23028-04,Tehsildar Jabalpur South
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Kesarpur,013,23.33908,80.05947,1245,693,263,Jabalpur RI Circle 5,RI-23028-05,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Lakshmipura,014,23.10353,79.97865,534,374,87,Jabalpur RI Circle 5,RI-23028-05,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Madhavgarh,015,23.12919,79.78706,1939,1619,438,Jabalpur RI Circle 5,RI-23028-05,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Nandgaon,016,23.09496,79.94004,2455,1821,932,Jabalpur RI Circle 6,RI-23028-06,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Peddapalli,017,23.13453,79.82082,1470,1192,209,Jabalpur RI Circle 6,RI-23028-06,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur East,03,Raghunathpur,018,23.15906,79.99071,445,317,177,Jabalpur RI Circle 6,RI-23028-06,Tehsildar Jabalpur East
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Shivnagar,019,23.30427,80.00941,2984,2420,770,Jabalpur RI Circle 7,RI-23028-07,Tehsildar Jabalpur West
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Tarapur,020,23.18541,80.01669,2101,1595,505,Jabalpur RI Circle 7,RI-23028-07,Tehsildar Jabalpur West
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Uttanahalli,021,23.2146,79.99943,3103,1810,971,Jabalpur RI Circle 7,RI-23028-07,Tehsildar Jabalpur West
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Veerapuram,022,23.17819,79.96173,2706,1642,474,Jabalpur RI Circle 8,RI-23028-08,Tehsildar Jabalpur West
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Yellapur,023,23.31462,80.01694,2193,1443,729,Jabalpur RI Circle 8,RI-23028-08,Tehsildar Jabalpur West
Madhya Pradesh,23,Jabalpur,028,Jabalpur West,04,Zamania,024,23.35958,79.96975,964,722,329,Jabalpur RI Circle 8,RI-23028-08,Tehsildar Jabalpur West
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Rampur,001,19.15367,72.85858,7011,4715,1237,Mumbai Suburban RI Circle 1,RI-27001-01,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Kothapalli,002,19.12961,72.88105,8192,6053,1084,Mumbai Suburban RI Circle 1,RI-27001-01,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Ganeshpura,003,19.10313,72.91578,8492,5177,3340,Mumbai Suburban RI Circle 1,RI-27001-01,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Bhimnagar,004,19.12667,72.75118,8716,5024,1807,Mumbai Suburban RI Circle 2,RI-27001-02,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Sultanpur,005,19.17136,72.85308,7005,4906,958,Mumbai Suburban RI Circle 2,RI-27001-02,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban North,01,Devgaon,006,19.04235,72.84287,5435,3782,1058,Mumbai Suburban RI Circle 2,RI-27001-02,Tehsildar Mumbai Suburban North
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Chandrapalli,007,19.09643,72.7235,2289,1284,370,Mumbai Suburban RI Circle 3,RI-27001-03,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Narsapur,008,18.9961,72.86654,8411,5310,1778,Mumbai Suburban RI Circle 3,RI-27001-03,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Basavanahalli,009,19.21704,72.91228,2389,1613,737,Mumbai Suburban RI Circle 3,RI-27001-03,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Mallapuram,010,19.25836,72.95981,4438,3762,468,Mumbai Suburban RI Circle 4,RI-27001-04,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Amrapur,011,19.1008,72.84604,6778,5133,1578,Mumbai Suburban RI Circle 4,RI-27001-04,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban South,02,Jaitpur,012,19.09203,72.87923,4665,2978,1645,Mumbai Suburban RI Circle 4,RI-27001-04,Tehsildar Mumbai Suburban South
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Kesarpur,013,19.27157,72.94928,5659,3678,888,Mumbai Suburban RI Circle 5,RI-27001-05,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Lakshmipura,014,19.00438,72.9594,4752,3481,993,Mumbai Suburban RI Circle 5,RI-27001-05,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Madhavgarh,015,18.98852,72.67001,5149,4008,1935,Mumbai Suburban RI Circle 5,RI-27001-05,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Nandgaon,016,19.15383,72.98489,2801,2360,1060,Mumbai Suburban RI Circle 6,RI-27001-06,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Peddapalli,017,19.28975,72.84844,8662,5164,1964,Mumbai Suburban RI Circle 6,RI-27001-06,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban East,03,Raghunathpur,018,19.11025,72.9267,5920,4853,913,Mumbai Suburban RI Circle 6,RI-27001-06,Tehsildar Mumbai Suburban East
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Shivnagar,019,19.27647,72.91045,5406,3522,1119,Mumbai Suburban RI Circle 7,RI-27001-07,Tehsildar Mumbai Suburban West
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Tarapur,020,19.13392,72.83169,5397,3929,1722,Mumbai Suburban RI Circle 7,RI-27001-07,Tehsildar Mumbai Suburban West
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Uttanahalli,021,19.07973,72.85885,8063,5352,2232,Mumbai Suburban RI Circle 7,RI-27001-07,Tehsildar Mumbai Suburban West
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Veerapuram,022,18.91605,72.78674,4635,3367,1479,Mumbai Suburban RI Circle 8,RI-27001-08,Tehsildar Mumbai Suburban West
